employment_type,work_mode,experience_level,job_category,exp_years,city,country,skills_count,top_skill,second_skill
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,4,Planning,Sales
Full Time,On-site,Experienced,Sales/Retail,2.0,Cairo,Egypt,8,Real Estate Senior Sales,Real Estate Sales
Full Time,On-site,Experienced,Hospitality/Hotels/Food Services,5.0,Cairo,Egypt,8,Quality Control,Food Safety Management
Full Time,On-site,Experienced,Business Development,5.0,Cairo,Egypt,7,Business Development,Negotiation
Full Time,On-site,Entry Level,Medical/Healthcare,2.5,Cairo,Egypt,7,Medical Knowledge,Pharmaceutical Expertise
Full Time,On-site,Experienced,Creative/Design/Art,3.5,Cairo,Egypt,7,Adobe Photoshop,Graphic Design
Full Time,On-site,Experienced,IT/Software Development,3.5,Giza,Egypt,8,Computer Science,Engineering
Full Time,On-site,Experienced,Human Resources,5.0,Cairo,Egypt,8,HR,HR Specialist
Full Time,Hybrid,Entry Level,Business Development,1.0,Giza,Egypt,4,Sales,Communication
Full Time,Hybrid,Entry Level,IT/Software Development,2.0,Giza,Egypt,8,Application Support,Engineering
Full Time,On-site,Experienced,Customer Service/Support,7.5,Giza,Egypt,8,Administration,Communication
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Beheira,Egypt,5,Electrical Engineer,Electrical Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,7.5,Cairo,Egypt,5,AutoCAD,Design
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,2.0,Cairo,Egypt,8,Applied Arts,Interior Design
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Cairo,Egypt,3,Accounting,Finance
Full Time,On-site,Entry Level,Customer Service/Support,3.0,Riyadh,Saudi Arabia,2,Unknown,موظفات مبيعات خبره او بدون
Full Time,On-site,Experienced,Accounting/Finance,6.0,Cairo,Egypt,8,Accounting,Auditing
Full Time,On-site,Experienced,Education/Teaching,2.0,Cairo,Egypt,6,Teaching,Education
Full Time,On-site,Manager,Engineering - Mechanical/Electrical,7.5,Sharqia,Egypt,4,Engineering,Maintenance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,7.5,Giza,Egypt,8,Engineering,Technical Office
Full Time,On-site,Experienced,Business Development,3.0,Giza,Egypt,6,B2B Sales,Lead Generation
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,1.0,Cairo,Egypt,5,Technical Support,Engineering
Full Time,On-site,Manager,Human Resources,6.0,Cairo,Egypt,5,Employee Engagement,Employee Relations
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Giza,Egypt,3,Accounting,Accounts Payable
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Cairo,Egypt,7,Video Editing,Videography
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Giza,Egypt,4,Accounting,Accounts Receivable
Full Time,On-site,Experienced,Accounting/Finance,4.0,Giza,Egypt,8,Accounting,Finance
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,2.0,Giza,Egypt,8,Engineering,Design
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Giza,Egypt,7,Lighting,Construction
Full Time,On-site,Experienced,Administration,6.5,Cairo,Egypt,7,Business Administration,Administration
Full Time,On-site,Senior Management,Sales/Retail,3.5,Cairo,Egypt,2,Sales,Sales Target
Full Time,On-site,Experienced,Accounting/Finance,3.5,Alexandria,Egypt,4,Accounts Payable and Receivable,Financial Reporting
Full Time,Hybrid,Experienced,Sales/Retail,4.0,Cairo,Egypt,8,B2B,Sales
Full Time,On-site,Senior Management,Sales/Retail,3.0,Cairo,Egypt,3,Engineering,Mechanical
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Alexandria,Egypt,8,Engineering,Project Control
Full Time,On-site,Entry Level,Sales/Retail,0.5,Cairo,Egypt,3,Pharma,Sales Target
Full Time,On-site,Entry Level,Administration,1.5,Cairo,Egypt,8,Administration,Office management
Full Time,On-site,Experienced,Administration,4.0,Sharqia,Egypt,3,Human Resources (HR),Microsoft Office
Full Time,On-site,Experienced,Engineering - Telecom/Technology,11.0,Alexandria,Egypt,2,Engineering,Planning
Full Time,On-site,Entry Level,Human Resources,1.0,Cairo,Egypt,5,HR,HR Specialist
Full Time,Hybrid,Experienced,IT/Software Development,2.5,Cairo,Egypt,8,Computer Science,Information Technology (IT)
Internship,Remote,Entry Level,Customer Service/Support,,San Francisco,United States,8,Public Health,Mass Communication
Full Time,On-site,Manager,Accounting/Finance,13.5,Cairo,Egypt,7,Business Development,Development
Full Time,On-site,Experienced,Customer Service/Support,3.5,Giza,Egypt,7,Communication,Negotiation
Full Time,Hybrid,Manager,Business Development,5.0,Sharqia,Egypt,7,Distribution,Lead Generation
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,7.5,Alexandria,Egypt,8,Electrical Engineering,Manufacturing
Full Time,On-site,Experienced,Operations/Management,4.0,Cairo,Egypt,4,Analysis,Data Analysis
Full Time,On-site,Experienced,IT/Software Development,3.5,Giza,Egypt,5,Computer Science,Information Technology (IT)
Full Time,On-site,Experienced,Business Development,2.5,Cairo,Egypt,4,Trading,Business Development
Full Time,On-site,Manager,Installation/Maintenance/Repair,5.0,Sharqia,Egypt,6,Electrical Engineering,Maintenance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,11.0,Giza,Egypt,5,Engineering,Steel Fabrication
Full Time,Hybrid,Entry Level,Customer Service/Support,1.0,Giza,Egypt,8,Call Center,Customer Care
Full Time,Remote,Experienced,Customer Service/Support,3.5,Cairo,Egypt,7,E-Commerce,WooCommerce
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,8.5,Giza,Egypt,2,Human Resources (HR),Operations Management
Full Time,On-site,Entry Level,Customer Service/Support,,Giza,Egypt,8,Customer Service,Customer Support
Full Time,On-site,Experienced,Marketing/PR/Advertising,3.0,Cairo,Egypt,6,Digital Marketing,Social Media
Part Time,Remote,Experienced,Medical/Healthcare,2.0,Giza,Egypt,3,Medical,Pharmacy
Full Time,On-site,Experienced,Sales/Retail,3.5,Giza,Egypt,8,Sales Closing,Digital Marketing Knowledge
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Giza,Egypt,7,Sales Skills,Customer Service
Full Time,On-site,Experienced,Medical/Healthcare,4.0,Cairo,Egypt,5,Medical,Approval Doctor
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Cairo,Egypt,7,tender engineer,Engineering
Full Time,On-site,Experienced,Accounting/Finance,2.5,Matruh,Egypt,8,Accounting,Administration
Full Time,On-site,Experienced,Customer Service/Support,3.0,Giza,Egypt,8,Real Estate,Sales
Full Time,On-site,Experienced,IT/Software Development,3.0,Cairo,Egypt,8,Linux,network fundamentals
Full Time,On-site,Entry Level,Customer Service/Support,,Cairo,Egypt,8,Sales & Negotiation Skills,Customer Service Skills
Full Time,Hybrid,Experienced,Creative/Design/Art,5.0,Riyadh,Saudi Arabia,2,دافنشي,بريمير
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,12.5,Cairo,Egypt,7,AutoCAD,Civil Engineering
Full Time,On-site,Experienced,Legal,2.5,Cairo,Egypt,2,Contracting,Microsoft Office
Full Time,On-site,Experienced,Operations/Management,1.5,Cairo,Egypt,8,Collection Process,ISO
Full Time,On-site,Manager,Operations/Management,3.0,Cairo,Egypt,8,Collection Process,ISO
Full Time,On-site,Entry Level,Creative/Design/Art,1.5,Cairo,Egypt,7,E-Marketing,Marketing
Full Time,On-site,Manager,Operations/Management,7.5,Cairo,Egypt,8,Medical,Healthcare
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,8,Customer Service,Sales Target
Full Time,On-site,Entry Level,Customer Service/Support,1.5,Cairo,Egypt,4,Customer Care,Customer Service
Full Time,On-site,Entry Level,Business Development,2.0,Cairo,Egypt,7,Business Development,Raw Materials
Full Time,On-site,Entry Level,Sales/Retail,2.0,Cairo,Egypt,7,Communication,Electrical Engineering
Full Time,Hybrid,Senior Management,IT/Software Development,4.5,Cairo,Egypt,8,Python,Django
Full Time,On-site,Entry Level,Customer Service/Support,2.0,Cairo,Egypt,8,Customer Service,Customer Support
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Cairo,Egypt,8,ERP,excel
Full Time,On-site,Experienced,Hospitality/Hotels/Food Services,6.0,Cairo,Egypt,8,Hospitality,Hotel Management
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Cairo,Egypt,8,Engineering,Technical Office
Full Time,On-site,Entry Level,Marketing/PR/Advertising,1.0,Cairo,Egypt,7,Marketing,Sales
Full Time,On-site,Experienced,Media/Journalism/Publishing,5.0,Cairo,Egypt,6,Procurement Management,Procurement
Full Time,On-site,Manager,Business Development,4.5,Cairo,Egypt,5,E-Commerce,Sales
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,1.5,Giza,Egypt,7,Engineering,Maintenance
Internship,On-site,Entry Level,Marketing/PR/Advertising,,Cairo,Egypt,5,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Experienced,Human Resources,11.5,Cairo,Egypt,8,Talent management,Communication
Full Time,On-site,Experienced,IT/Software Development,4.0,Alexandria,Egypt,8,Artificial Intelligence,AI Engineering
Full Time,On-site,Entry Level,Writing/Editorial,1.0,Cairo,Egypt,8,Marketing,Sales
Full Time,Hybrid,Entry Level,Customer Service/Support,1.5,Alexandria,Egypt,8,Call Center,Customer Service
Full Time,Hybrid,Entry Level,Customer Service/Support,1.5,Cairo,Egypt,8,Call Center,Customer Service
Full Time,On-site,Experienced,Sales/Retail,5.0,Alexandria,Egypt,3,Sales,Sales Target
Full Time,On-site,Experienced,IT/Software Development,3.5,Alexandria,Egypt,8,AI,Computer Science
Full Time,Remote,Experienced,Operations/Management,3.0,Cairo,Egypt,8,Marketing Campaigns,Outbound Marketing
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,3,Administration,Customer Service
Full Time,On-site,Entry Level,Customer Service/Support,2.5,Alexandria,Egypt,6,Real Estate Sales,Sales Target
Full Time,On-site,Experienced,Quality,4.0,Cairo,Egypt,8,HSE,Safety
Full Time,On-site,Experienced,Banking,5.0,Cairo,Egypt,7,Project Management,PMP
Full Time,On-site,Student,Sales/Retail,,Cairo,Egypt,8,Business Development,Communication
Full Time,On-site,Experienced,IT/Software Development,2.0,Cairo,Egypt,7,Sales,Sales Target
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,9.5,Cairo,Egypt,8,AutoCAD,Engineering
Full Time,Remote,Experienced,Sales/Retail,2.0,Alexandria,Egypt,3,Sales,Sales Target
Freelance / Project,Remote,Experienced,Creative/Design/Art,5.0,Riyadh,Saudi Arabia,3,Storytelling,prompt engenering
Full Time,Remote,Experienced,Sales/Retail,2.0,Cairo,Egypt,2,Sales,Sales Target
Full Time,On-site,Experienced,Installation/Maintenance/Repair,6.0,Cairo,Egypt,4,SQL,Oracle Database
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,8.0,Red Sea,Egypt,7,Engineering,Project Management
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,2.0,Cairo,Egypt,8,Sales Engineering,Technical Sales
Full Time,On-site,Entry Level,Administration,2.0,Cairo,Egypt,7,Regulatory Affairs,Administration
Full Time,On-site,Experienced,Human Resources,2.5,Qalubia,Egypt,8,Human Resources (HR),Microsoft Office
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.0,Cairo,Egypt,4,Electrical Engineering,Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Matruh,Egypt,8,Microsoft Excel,Welding
Freelance / Project,Hybrid,Experienced,Engineering - Construction/Civil/Architecture,3.0,Cairo,Egypt,7,Analysis,Data Analysis
Full Time,On-site,Entry Level,Administration,1.5,Cairo,Egypt,6,Customer Support,English Speaker
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,1.5,Cairo,Egypt,7,Design,Engineering
Full Time,On-site,Experienced,Administration,3.5,Damietta,Egypt,7,Communication,Support Services
Freelance / Project,Remote,Experienced,Creative/Design/Art,5.0,Riyadh,Saudi Arabia,3,Adobe Photoshop,Adobe Premiere
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,8,Interior Design,Engineering
Full Time,On-site,Entry Level,IT/Software Development,2.0,Cairo,Egypt,7,Customer Support,HelpDesk
Full Time,On-site,Experienced,Logistics/Supply Chain,7.5,Cairo,Egypt,7,Logistics,Export
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.0,Cairo,Egypt,8,MEP,AutoCAD
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,7,Construction,Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,8,AutoCAD,Architecture
Full Time,On-site,Entry Level,IT/Software Development,1.0,Cairo,Egypt,8,Linux,network fundamentals
Full Time,On-site,Experienced,Marketing/PR/Advertising,4.0,Cairo,Egypt,8,Sales,Marketing
Full Time,Hybrid,Experienced,Engineering - Construction/Civil/Architecture,4.0,Giza,Egypt,5,AutoCAD,Microsoft Excel
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,7,General Accounting,Financial Reporting
Full Time,On-site,Experienced,Business Development,4.5,Cairo,Egypt,4,Customer Service,Sales
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,12.5,Giza,Egypt,8,Civil Engineering,Unknown
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Cairo,Egypt,4,Social Media,Graphic Design
Internship,On-site,Entry Level,Human Resources,0.5,Giza,Egypt,4,Human Resources Management,Employee Relations
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,1.5,Giza,Egypt,8,Engineering,Maintenance
Full Time,On-site,Entry Level,Tourism/Travel,1.0,Giza,Egypt,8,Tourism,Customer Support
Full Time,On-site,Experienced,Manufacturing/Production,4.0,Cairo,Egypt,4,Production Engineering,Production
Full Time,On-site,Manager,Business Development,7.5,Cairo,Egypt,7,Corporate Sales,Sales Target
Full Time,On-site,Manager,Business Development,7.5,Giza,Egypt,7,Sales,Sales Target
Full Time,On-site,Experienced,Sales/Retail,5.0,Cairo,Egypt,7,Batteries,Sales
Full Time,Hybrid,Experienced,Business Development,5.0,Giza,Egypt,7,Sales Target,Sales
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,7,Odoo,Accounting
Full Time,On-site,Experienced,IT/Software Development,6.0,Cairo,Egypt,6,CCNP,Cisco
Full Time,On-site,Experienced,Human Resources,4.0,Giza,Egypt,8,Human Resources (HR),Recruitment
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Giza,Egypt,2,Accounting,Cost Control
Full Time,Hybrid,Experienced,Administration,5.0,Cairo,Egypt,6,Administration,Customer Service
Full Time,On-site,Experienced,Creative/Design/Art,4.0,Cairo,Egypt,7,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Manager,Administration,16.5,Giza,Egypt,7,Sales Strategy,Team Leadership
Full Time,On-site,Experienced,Marketing/PR/Advertising,5.0,Cairo,Egypt,7,Marketing,E-Marketing
Full Time,Hybrid,Experienced,Business Development,7.5,Giza,Egypt,7,Business Development,Sales
Full Time,Hybrid,Manager,Customer Service/Support,5.0,Giza,Egypt,8,Sales,Telesales
Full Time,On-site,Experienced,Human Resources,5.0,Cairo,Egypt,3,Human Resources (HR),Payroll
Full Time,Hybrid,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,8,3D CAD,AutoCAD 2D
Full Time,On-site,Experienced,Administration,2.0,Giza,Egypt,7,Early Childhood Education,Child Development
Freelance / Project,Remote,Entry Level,Administration,2.0,Doha,Qatar,8,CRM,Sales
Full Time,On-site,Entry Level,Administration,1.0,Giza,Egypt,4,Microsoft Office,Customer Support
Full Time,On-site,Manager,Engineering - Mechanical/Electrical,12.5,Cairo,Egypt,7,Mechanical Engineering,Engineering
Full Time,Hybrid,Experienced,IT/Software Development,5.0,Alexandria,Egypt,8,Computer Science,Information Technology (IT)
Full Time,On-site,Entry Level,Administration,1.0,Port Said,Egypt,3,Maintenance,Customer Service
Full Time,On-site,Experienced,Creative/Design/Art,4.0,Cairo,Egypt,4,Adobe illustrator,Graphic Design
Full Time,Remote,Entry Level,Customer Service/Support,1.5,Cairo,Egypt,8,Call Center,Customer Service
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,7.5,Cairo,Egypt,8,Business Development,Sales
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,6.0,Alexandria,Egypt,2,Mechanical Engineering,Technical Office
Full Time,On-site,Experienced,Accounting/Finance,6.0,Giza,Egypt,3,Property,Real Estate
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,7,Foreign Purchasing,Logistics
Full Time,On-site,Entry Level,Administration,0.5,Cairo,Egypt,8,HR,Human Resources
Full Time,Hybrid,Experienced,Sales/Retail,3.5,Cairo,Egypt,8,Technical Sales,Chemical Engineering
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.0,Cairo,Egypt,8,Mechanical Engineering,Engineering
Full Time,On-site,Experienced,Education/Teaching,4.5,Cairo,Egypt,4,English Teaching,Math
Full Time,On-site,Experienced,Manufacturing/Production,3.0,Cairo,Egypt,7,Design,Furniture Design
Full Time,Hybrid,Experienced,Administration,6.5,Cairo,Egypt,4,Engineering,Proposals
Full Time,On-site,Manager,Marketing/PR/Advertising,7.5,Cairo,Egypt,6,Category Management,Supply Chain
Internship,Hybrid,Entry Level,Engineering - Mechanical/Electrical,,Cairo,Egypt,4,AutoCAD,Design
Full Time,On-site,Senior Management,Business Development,14.0,Cairo,Egypt,7,Marketing,Sales
Internship,Hybrid,Entry Level,Engineering - Construction/Civil/Architecture,,Cairo,Egypt,5,Architecture,Architecture Design
Full Time,On-site,Experienced,Human Resources,7.5,Cairo,Egypt,8,Organization Development,Development
Part Time,Hybrid,Experienced,Marketing/PR/Advertising,4.0,Cairo,Egypt,7,Digital Marketing,Social Media Management
Full Time,On-site,Entry Level,Engineering - Telecom/Technology,5.5,Cairo,Egypt,8,Light Current Systems,AutoCAD
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,2.0,Cairo,Egypt,4,Electrical Engineering,Mechanical Engineering
